captured_date,chart_name,genre,chart_type,rank,track_name,track_id,isrc,artist_name,artist_id,album_name,album_id,release_date,image_url
2026-08-22,日語新歌日榜,japanese,newrelease,78,花束,Gq55OjVvHxj7MqxIrn,JPU902602298,Omoinotake,GqA6ZnigyaDAnsugN1,花束,H-bAlw9JibEcW1rj7m,2026-07-22,"https://i.kfs.io/album/global/295723194,0v3/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,79,君はサイダー,KnwZgNh8KmKv4UR6Ep,JPU902602611,ミーマイナー,D-GV74bY3Kbdh4RgM_,君はサイダー,9-n7xUlymwqbIp57Ls,2026-07-15,"https://i.kfs.io/album/global/295365598,0v3/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,80,ひとひら,4mdM6Tg3f387pDOEc5,JPPO02602247,秦基博,XYyCy1U8w9TEZLN0qd,ひとひら,0lWcyLYe-BNMwDTYBz,2026-07-07,"https://i.kfs.io/album/global/295312228,0v2/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,81,Eternel,Ood1LIoa32AqYe-UQZ,JPD732600793,sajou no hana,5_zdQm5ON1tMDDnGvp,Eternel,8oaepFOA3_AF4fG0Ex,2026-07-15,"https://i.kfs.io/album/global/295400719,0v1/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,82,Why? RED induction,KtZ45QQ1IXgP09_Zmf,JPD732600261,MYTH & ROID,8ln2wcO-Ee4fSSEXBw,Why? RED induction / Awake Anew,OnGj0PDOrs6Sp2cyf5,2026-07-16,"https://i.kfs.io/album/global/295632729,0v1/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,83,TearJerker,HZdXMFciEYKfn9mfoO,JPR562600107,夢限大みゅーたいぷ,SkI6FXHAT10-luIRns,TearJerker,H_T9Fo8X2kp-8oFeUy,2026-07-31,"https://i.kfs.io/album/global/295713173,0v1/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,84,Power of Love,5-XgAbV-i4L5qOEDj_,JPU902602534,西野加奈 (Kana Nishino),OqNb1822THuFq34nC9,Power of Love,4rJtionAFoOyYp4MKo,2026-07-10,"https://i.kfs.io/album/global/295347970,0v3/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,85,Stranger’s Sun,_YZG23MXC3Mb_Sb-I0,JPZ922604536,"MELLOW DEAR US, Valkyrie, あんさんぶるスターズ！！",0rX6loqe1BozSynyx7,MELLOW DEAR US VS Valkyrie「Stranger’s Sun」あんさんぶるスターズ！！World Tour Series,H-E49x9JibEcWMOAPU,2026-07-28,"https://i.kfs.io/album/global/295823045,0v4/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,86,ユーレカ・エヴリカ,WsLDPssmZsiE9WbKj5,JPI102601611,五阿弥ルナ,D-ISRgbo3KbdhUvNKs,ユーレカ・エヴリカ,4sRmkRoixHs9Brb8SV,2026-07-06,"https://i.kfs.io/album/global/294358027,0v2/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,87,Keep Walking,Omjv5uL9TsIBf3tSzq,JPU902602831,羊文學,4r6Apwak_yCH_1-6pZ,Keep Walking,-pu2c3ywReHVRpGLeP,2026-07-29,"https://i.kfs.io/album/global/296315378,0v3/fit/160x160.jpg"
